,PDBname,affinity
1317,5t8j,9
1318,5tl9,9
1319,5tza,9
1320,6bfa,9
1321,6bqk,9
1322,6bsl,9
1323,6bw8,9
1324,6c7r,9
1325,6hkj,9
1326,6hrp,9
1327,6hrt,9
1328,6mle,9
1329,6nzm,9
1330,6o1g,9
1331,6ow7,9
1332,6pyr,9
1333,6qgj,9
1334,8hvp,9
1335,3er5,9
1336,4r1v,9
1337,4rvm,9
1338,4uib,9
1339,4x5q,9
1340,5zo7,9
1341,6ck6,9
1342,5vp9,8.99
1343,5tbe,8.97
1344,5ur1,8.97
1345,6cdo,8.97
1346,6h7l,8.97
1347,1doj,8.96
1348,1j37,8.96
1349,1ld7,8.96
1350,1n94,8.96
1351,1nfw,8.96
1352,1qon,8.96
1353,2p4j,8.96
1354,2qhc,8.96
1355,3dcc,8.96
1356,3i9g,8.96
1357,3rz7,8.96
1358,3s7a,8.96
1359,3ue4,8.96
1360,3v5p,8.96
1361,4ag8,8.96
1362,4bdt,8.96
1363,4k18,8.96
1364,4ptc,8.96
1365,4und,8.96
1366,4xo8,8.96
1367,4zjc,8.96
1368,5a69,8.96
1369,5aei,8.96
1370,5cf8,8.96
1371,5drs,8.96
1372,5een,8.96
1373,5iu7,8.96
1374,5nad,8.96
1375,5wqc,8.96
1376,5wr7,8.96
1377,5ws3,8.96
1378,5zwe,8.96
1379,6f7q,8.96
1380,6rjp,8.96
1381,3krj,8.96
1382,2z7g,8.95
1383,3ti5,8.95
1384,5nhh,8.95
1385,1i91,8.94
1386,3uza,8.94
1387,4bam,8.94
1388,6bqg,8.93
1389,1bim,8.92
1390,1ec1,8.92
1391,1kzn,8.92
1392,1n95,8.92
1393,1r1h,8.92
1394,1xoz,8.92
1395,2w1i,8.92
1396,3k37,8.92
1397,3mg8,8.92
1398,4e6d,8.92
1399,4hdc,8.92
1400,4heg,8.92
1401,4hrc,8.92
1402,4mti,8.92
1403,4mxa,8.92
1404,4onf,8.92
1405,5ew3,8.92
1406,5hcy,8.92
1407,5kbf,8.92
1408,5ljt,8.92
1409,5n24,8.92
1410,5sz1,8.92
1411,6oe0,8.92
1412,4e3j,8.92
1413,4fod,8.92
1414,1lhv,8.91
1415,4bak,8.91
1416,1i8z,8.9
1417,5m23,8.9
1418,6sdc,8.9
1419,1uze,8.9
1420,1i90,8.89
1421,1lek,8.89
1422,1nfy,8.89
1423,1nt1,8.89
1424,1xp9,8.89
1425,1ztq,8.89
1426,2h5i,8.89
1427,2idw,8.89
1428,2lpr,8.89
1429,2onz,8.89
1430,2y7x,8.89
1431,3a4o,8.89
1432,3ekp,8.89
1433,3km4,8.89
1434,3rin,8.89
1435,3sx9,8.89
1436,3u8m,8.89
1437,3vhc,8.89
1438,3wke,8.89
1439,3zos,8.89
1440,3zze,8.89
1441,4cst,8.89
1442,4e3i,8.89
1443,4hy5,8.89
1444,4lqg,8.89
1445,4mcv,8.89
1446,4psh,8.89
1447,4qyh,8.89
1448,4yc9,8.89
1449,5aac,8.89
1450,5fnu,8.89
1451,5ipj,8.89
1452,5mty,8.89
1453,5v8v,8.89
1454,5wfj,8.89
1455,5zk8,8.89
1456,6b2p,8.89
1457,6bkh,8.89
1458,6.00E+22,8.89
1459,6f7b,8.89
1460,6hmx,8.89
1461,6n0p,8.89
1462,6nze,8.89
1463,1n3i,8.89
1464,3v66,8.89
1465,4cli,8.89
1466,4pxm,8.89
1467,5vrp,8.89
1468,4hzw,8.88
1469,6c7j,8.88
1470,2xej,8.87
1471,2ycs,8.87
1472,3c6u,8.87
1473,3tic,8.87
1474,5lwm,8.87
1475,2feq,8.86
1476,2avo,8.85
1477,2obf,8.85
1478,2qlf,8.85
1479,3b67,8.85
1480,3.00E+93,8.85
1481,3itz,8.85
1482,3nzu,8.85
1483,3ppk,8.85
1484,3prf,8.85
1485,3r2f,8.85
1486,3vo3,8.85
1487,3vsx,8.85
1488,3wyl,8.85
1489,4gj3,8.85
1490,4hvd,8.85
1491,4j6i,8.85
1492,4mu7,8.85
1493,5cas,8.85
1494,5ef8,8.85
1495,5ivn,8.85
1496,5jau,8.85
1497,5mlj,8.85
1498,5tx3,8.85
1499,5uoo,8.85
1500,5w0i,8.85
1501,5zz2,8.85
1502,6ayt,8.85
1503,6e1a,8.85
1504,6nss,8.85
1505,1d4i,8.85
1506,1u3s,8.85
1507,4btt,8.84
1508,3mxd,8.83
1509,1lhu,8.83
1510,1cim,8.82
1511,1czk,8.82
1512,1g54,8.82
1513,1m0b,8.82
1514,2ckm,8.82
1515,2ghg,8.82
1516,2hvc,8.82
1517,2p93,8.82
1518,2r4f,8.82
1519,2r9m,8.82
1520,2zcq,8.82
1521,2zxg,8.82
1522,3fvk,8.82
1523,3nu4,8.82
1524,3que,8.82
1525,3tlh,8.82
1526,3zlo,8.82
1527,4hrd,8.82
1528,4i5c,8.82
1529,4jmg,8.82
1530,4ks1,8.82
1531,4na8,8.82
1532,4oys,8.82
1533,4x6n,8.82
1534,5bvn,8.82
1535,5bvw,8.82
1536,5iua,8.82
1537,5k0m,8.82
1538,5kby,8.82
1539,5lrg,8.82
1540,5lrk,8.82
1541,5ta6,8.82
1542,5u3b,8.82
1543,5uex,8.82
1544,5vil,8.82
1545,5zeq,8.82
1546,6g4y,8.82
1547,6mny,8.82
1548,2giu,8.82
1549,3bz3,8.82
1550,5kos,8.82
1551,5tob,8.82
1552,1ork,8.81
1553,1yz3,8.81
1554,1cj1,8.8
1555,1csi,8.8
1556,1f1j,8.8
1557,1fkn,8.8
1558,1g46,8.8
1559,1ryf,8.8
1560,1w5w,8.8
1561,2amv,8.8
1562,2ll7,8.8
1563,2q2y,8.8
1564,2q7m,8.8
1565,2xn6,8.8
1566,3d1z,8.8
1567,3eyg,8.8
1568,3idp,8.8
1569,3oaf,8.8
1570,3rt4,8.8
1571,3skc,8.8
1572,3vyf,8.8
1573,4g2w,8.8
1574,4ge9,8.8
1575,4gk2,8.8
1576,4ksp,8.8
1577,4ngq,8.8
1578,5cau,8.8
1579,5e2p,8.8
1580,5j8x,8.8
1581,5k32,8.8
1582,5vm0,8.8
1583,5vpm,8.8
1584,5zhn,8.8
1585,6bln,8.8
1586,6j5l,8.8
1587,6nzh,8.8
1588,6rne,8.8
1589,6stl,8.8
1590,4z9l,8.8
1591,5y80,8.79
1592,6cdp,8.79
1593,4b7n,8.78
1594,6me5,8.78
1595,1bnv,8.77
1596,1d4l,8.77
1597,1lq2,8.77
1598,1qft,8.77
1599,1ros,8.77
1600,1x38,8.77
1601,1xpc,8.77
1602,1zp8,8.77
1603,1zuc,8.77
1604,2cne,8.77
1605,2itt,8.77
1606,2uz6,8.77
1607,2wkz,8.77
1608,2yis,8.77
1609,3b5r,8.77
1610,3e4a,8.77
1611,3qdd,8.77
1612,3s3q,8.77
1613,4d09,8.77
1614,4e4l,8.77
1615,4ekg,8.77
1616,4frs,8.77
1617,4kql,8.77
1618,4m0f,8.77
1619,4rss,8.77
1620,4yhq,8.77
1621,4yt7,8.77
1622,5abh,8.77
1623,5ea3,8.77
1624,5fgk,8.77
1625,5i7u,8.77
1626,5n7v,8.77
1627,5wal,8.77
1628,5znl,8.77
1629,6b5r,8.77
1630,6eds,8.77
1631,6mq3,8.77
1632,2j7x,8.77
1633,3wt7,8.75
1634,1b6k,8.74
1635,1bl4,8.74
1636,1mjj,8.74
1637,1pxh,8.74
1638,1sdv,8.74
1639,2anm,8.74
1640,2fl5,8.74
1641,2opb,8.74
1642,2vkm,8.74
1643,2wtv,8.74
1644,3ce3,8.74
1645,3eml,8.74
1646,3q32,8.74
1647,3r7r,8.74
1648,3rz1,8.74
1649,3ti3,8.74
1650,4ei4,8.74
1651,5k13,8.74
1652,5vkc,8.74
1653,5zk3,8.74
1654,5zwf,8.74
1655,6d78,8.74
1656,6gdg,8.74
1657,6n3n,8.74
1658,6o94,8.74
1659,4gii,8.74
1660,1cin,8.73
1661,1c12,8.72
1662,1eub,8.72
1663,1hc9,8.72
1664,1hkm,8.72
1665,1o5m,8.72
1666,1x76,8.72
1667,2pjc,8.72
1668,2wj1,8.72
1669,3ckz,8.72
1670,3lik,8.72
1671,3p8o,8.72
1672,3pwh,8.72
1673,3ts4,8.72
1674,3vf9,8.72
1675,4bkj,8.72
1676,4crc,8.72
1677,4hhy,8.72
1678,4ivb,8.72
1679,4q1b,8.72
1680,4tv3,8.72
1681,4x6o,8.72
1682,4xg8,8.72
1683,5c42,8.72
1684,5ikb,8.72
1685,5j74,8.72
1686,5jg1,8.72
1687,5lrj,8.72
1688,5zwh,8.72
1689,6b1f,8.72
1690,6b1h,8.72
1691,6br2,8.72
1692,6br3,8.72
1693,6dj7,8.72
1694,4ish,8.72
1695,5c4u,8.72
1696,3t9t,8.71
1697,1bcd,8.7
1698,1bji,8.7
1699,1f9e,8.7
1700,1g4j,8.7
1701,1haa,8.7
1702,1hfs,8.7
1703,1ida,8.7
1704,1jiz,8.7
1705,1jyq,8.7
1706,1lnm,8.7
1707,1npa,8.7
1708,1npw,8.7
1709,1ohr,8.7
1710,1pxo,8.7
1711,1rne,8.7
1712,1svg,8.7
1713,1t7j,8.7
1714,1w13,8.7
1715,1xap,8.7
1716,1y0x,8.7
1717,2b7d,8.7
1718,2be2,8.7
1719,2bpm,8.7
1720,2bvx,8.7
1721,2dbl,8.7
1722,2f8g,8.7
1723,2fl2,8.7
1724,2fmb,8.7
1725,2fr3,8.7
1726,2hm1,8.7
1727,2i0e,8.7
1728,2i3z,8.7
1729,2jh0,8.7
1730,2nnq,8.7
1731,2nwl,8.7
1732,2oaz,8.7
1733,2ojj,8.7
1734,2ovx,8.7
1735,2pcp,8.7
1736,2q2z,8.7
1737,2uwo,8.7
1738,2vj8,8.7
1739,2vnn,8.7
1740,2w0d,8.7
1741,2w17,8.7
1742,2wf1,8.7
1743,2wgj,8.7
1744,2wxv,8.7
1745,2wyg,8.7
1746,2x2i,8.7
1747,2xvd,8.7
1748,2y5f,8.7
1749,2y7z,8.7
1750,2y81,8.7
1751,2yac,8.7
1752,2yak,8.7
1753,3be2,8.7
1754,3bla,8.7
1755,3brn,8.7
1756,3d9z,8.7
1757,3da6,8.7
1758,3fdm,8.7
1759,3ge7,8.7
1760,3hvj,8.7
1761,3hwn,8.7
1762,3i5z,8.7
1763,3i60,8.7
1764,3ik3,8.7
1765,3l1s,8.7
1766,3lgp,8.7
1767,3lvp,8.7
1768,3oot,8.7
1769,3oyp,8.7
1770,3pa5,8.7
1771,3ppj,8.7
1772,3qc4,8.7
1773,3qk0,8.7
1774,3s73,8.7
1775,3thb,8.7
1776,3wc5,8.7
1777,4a7i,8.7
1778,4bah,8.7
1779,4eo6,8.7
1780,4f1s,8.7
1781,4hxw,8.7
1782,4hy1,8.7
1783,4i5h,8.7
1784,4j53,8.7
1785,4jlg,8.7
1786,4k6z,8.7
1787,4lgh,8.7
1788,4lxa,8.7
1789,4n4v,8.7
1790,4nwk,8.7
1791,4o12,8.7
1792,4o15,8.7
1793,4occ,8.7
1794,4ps3,8.7
1795,4q1c,8.7
1796,4r5a,8.7
1797,4rce,8.7
1798,4rwj,8.7
1799,4uj9,8.7
1800,4unr,8.7
1801,4x7o,8.7
1802,4xmo,8.7
1803,4yhp,8.7
1804,4yth,8.7
1805,4zg7,8.7
1806,4zwx,8.7
1807,4zwy,8.7
1808,4zwz,8.7
1809,5bnj,8.7
1810,5c2e,8.7
1811,5dk4,8.7
1812,5e2o,8.7
1813,5e8r,8.7
1814,5edq,8.7
1815,5hcv,8.7
1816,5hg5,8.7
1817,5ih9,8.7
1818,5k0i,8.7
1819,5kks,8.7
1820,5ml4,8.7
1821,5nk4,8.7
1822,5sz2,8.7
1823,5t2i,8.7
1824,5tw3,8.7
1825,5tzy,8.7
1826,5u00,8.7
1827,5ufr,8.7
1828,5ug8,8.7
1829,5vgo,8.7
1830,5w86,8.7
1831,5x8i,8.7
1832,5zkb,8.7
1833,6cyd,8.7
1834,6edl,8.7
1835,6f22,8.7
1836,6gev,8.7
1837,6o9d,8.7
1838,6omu,8.7
1839,6p1l,8.7
1840,6r0x,8.7
1841,1jgl,8.7
1842,2h4n,8.7
1843,3eqr,8.7
1844,3oz1,8.7
1845,4d89,8.7
1846,4d8c,8.7
1847,6awo,8.7
1848,2q55,8.69
1849,5cj6,8.69
1850,2nw4,8.68
1851,3c6t,8.68
1852,3jsi,8.68
1853,3m8p,8.68
1854,3p76,8.68
1855,3s3r,8.68
1856,4lgu,8.68
1857,5a3s,8.68
1858,5f1z,8.68
1859,6ge0,8.68
1860,6h96,8.68
1861,2qd6,8.68
1862,3iw4,8.68
1863,3u1y,8.67
1864,6aqf,8.67
1865,6.00E+59,8.67
1866,1i9n,8.66
1867,1n9a,8.66
1868,2i47,8.66
1869,2pja,8.66
1870,2rg6,8.66
1871,2x39,8.66
1872,3cjo,8.66
1873,3d1x,8.66
1874,3kqc,8.66
1875,3nox,8.66
1876,3s68,8.66
1877,3t19,8.66
1878,3u8k,8.66
1879,3vnt,8.66
1880,4bbf,8.66
1881,4p0n,8.66
1882,5edu,8.66
1883,5epn,8.66
1884,5f4n,8.66
1885,5hgc,8.66
1886,5hu1,8.66
1887,5n93,8.66
1888,5td2,8.66
1889,5tq3,8.66
1890,6b5t,8.66
1891,6ds0,8.66
1892,6e5b,8.66
1893,2oax,8.65
1894,4kp0,8.65
1895,1g45,8.64
1896,1mue,8.64
1897,1r1j,8.64
1898,1t31,8.64
1899,2qry,8.64
1900,2qt9,8.64
1901,3f88,8.64
1902,3hkw,8.64
1903,3s71,8.64
1904,3wig,8.64
1905,3zev,8.64
1906,4g9c,8.64
1907,4pft,8.64
1908,4qd6,8.64
1909,4x6x,8.64
1910,4ydn,8.64
1911,4zyf,8.64
1912,5e8f,8.64
1913,5hbe,8.64
1914,5hbj,8.64
1915,5jga,8.64
1916,5nhy,8.64
1917,5uwk,8.64
1918,5x74,8.64
1919,5zwi,8.64
1920,6dki,8.64
1921,6gcw,8.64
1922,6hd4,8.64
1923,6jjz,8.64
1924,6std,8.64
1925,6un3,8.64
1926,3f17,8.63
1927,4ee0,8.63
1928,5of0,8.63
1929,1a61,8.62
1930,1azl,8.62
1931,2bbb,8.62
1932,2cej,8.62
1933,2h42,8.62
1934,3dt1,8.62
1935,3qqu,8.62
1936,3ryz,8.62
1937,4bf1,8.62
1938,4dru,8.62
1939,4fcf,8.62
1940,4hf4,8.62
1941,4jx9,8.62
1942,4nrl,8.62
1943,4zim,8.62
1944,5egm,8.62
1945,5ubt,8.62
1946,5vio,8.62
1947,5ylu,8.62
1948,5zvw,8.62
1949,6euv,8.62
1950,6h7j,8.62
1951,6n3o,8.62
1952,4tpm,8.62
1953,5htz,8.62
1954,5n9s,8.62
1955,4b00,8.61
1956,4ban,8.61
1957,6gl8,8.61
1958,1bwa,8.6
1959,1ikw,8.6
1960,1yy4,8.6
1961,2r5b,8.6
1962,3b66,8.6
1963,3bqn,8.6
1964,3fhe,8.6
1965,3k5g,8.6
1966,3m6f,8.6
1967,3oe0,8.6
1968,3s43,8.6
1969,3sxf,8.6
1970,3t3u,8.6
1971,4efs,8.6
1972,4f65,8.6
1973,4gj2,8.6
1974,4jg8,8.6
1975,4ke1,8.6
1976,4qf7,8.6
1977,4qjp,8.6
1978,4qlt,8.6
1979,5a3q,8.6
1980,5cf5,8.6
1981,5sz3,8.6
1982,5upf,8.6
1983,6ebw,8.6
1984,6prf,8.6
1985,1akw,8.59
1986,1hkj,8.59
1987,1m7q,8.59
1988,2fky,8.59
1989,2gu8,8.59
1990,2iit,8.59
1991,2itz,8.59
1992,2wky,8.59
1993,3ibi,8.59
1994,4ezl,8.59
1995,4mx9,8.59
1996,4tpp,8.59
1997,5hk2,8.59
1998,5nbw,8.59
1999,5u6d,8.59
2000,6dkg,8.59
2001,6h37,8.59
2002,6nvi,8.59
2003,5idn,8.59
2004,3r5t,8.58
2005,1bgq,8.57
2006,1q1g,8.57
2007,1yye,8.57
2008,2h8h,8.57
2009,2i0j,8.57
2010,2r5q,8.57
2011,2w6t,8.57
2012,2w78,8.57
2013,2x4z,8.57
2014,2yne,8.57
2015,3dkf,8.57
2016,3ejq,8.57
2017,3ejr,8.57
2018,3v7x,8.57
2019,3vrt,8.57
2020,4hy4,8.57
2021,4kmz,8.57
2022,4re3,8.57
2023,4tpk,8.57
2024,4uwl,8.57
2025,5caq,8.57
2026,5j6m,8.57
2027,6ikm,8.57
2028,6peb,8.57
2029,3so9,8.56
2030,1hos,8.55
2031,1ibg,8.55
2032,1ppl,8.55
2033,2byr,8.55
2034,2zis,8.55
2035,3ejp,8.55
2036,3kfc,8.55
2037,3rwg,8.55
2038,3t8s,8.55
2039,3v51,8.55
2040,4ynd,8.55
2041,5amd,8.55
2042,5hzx,8.55
2043,5i9y,8.55
2044,5nxg,8.55
2045,5svl,8.55
2046,6hk4,8.55
2047,6o50,8.55
2048,3g6g,8.55
2049,5nhv,8.55
2050,6c7e,8.55
2051,1r1i,8.54
2052,3hc8,8.54
2053,3kjd,8.54
2054,3q96,8.54
2055,4fcb,8.54
2056,4hwo,8.54
2057,4mbl,8.54
2058,4yay,8.54
2059,5mjn,8.54
2060,5sxm,8.54
2061,6e2o,8.54
2062,6i5y,8.54
2063,6kdz,8.54
2064,3jzc,8.53
2065,6kzd,8.53
2066,1b6p,8.52
2067,1d7x,8.52
2068,1i5r,8.52
2069,1jij,8.52
2070,1jk7,8.52
2071,1nfx,8.52
2072,1o44,8.52
2073,1oit,8.52
2074,1q6p,8.52
2075,1r78,8.52
2076,1rhu,8.52
2077,1rp7,8.52
2078,1sps,8.52
2079,1ta2,8.52
2080,1urw,8.52
2081,1w14,8.52
2082,1xkk,8.52
2083,2b1p,8.52
2084,2boh,8.52
2085,2bqw,8.52
2086,2bxt,8.52
2087,2fs9,8.52
2088,2fvd,8.52
2089,2gbi,8.52
2090,2hfp,8.52
2091,2ow3,8.52
2092,2q64,8.52
2093,2qmf,8.52
2094,2qu6,8.52
2095,2v11,8.52
2096,2vaq,8.52
2097,2vf6,8.52
2098,2vnm,8.52
2099,2vtp,8.52
2100,2vvc,8.52
2101,2vw5,8.52
2102,2w1g,8.52
2103,2wn9,8.52
2104,2wxp,8.52
2105,2xa4,8.52
2106,2xbj,8.52
2107,2xfk,8.52
2108,3cic,8.52
2109,3dcv,8.52
2110,3dya,8.52
2111,3h5u,8.52
2112,3hvh,8.52
2113,3hvk,8.52
2114,3i0r,8.52
2115,3ia6,8.52
2116,3jzo,8.52
2117,3k84,8.52
2118,3lpi,8.52
2119,3m2w,8.52
2120,3n23,8.52
2121,3ns9,8.52
2122,3ocg,8.52
2123,3pa4,8.52
2124,3psb,8.52
2125,3psd,8.52
2126,3sfc,8.52
2127,3spk,8.52
2128,3suu,8.52
2129,3sx4,8.52
2130,3t3v,8.52
2131,3tct,8.52
2132,3ttm,8.52
2133,3umw,8.52
2134,3zxh,8.52
2135,4bae,8.52
2136,4bcb,8.52
2137,4c4j,8.52
2138,4dtk,8.52
2139,4e1z,8.52
2140,4e3l,8.52
2141,4foc,8.52
2142,4gjd,8.52
2143,4gv1,8.52
2144,4h3i,8.52
2145,4h4m,8.52
2146,4hyi,8.52
2147,4izy,8.52
2148,4j52,8.52
2149,4jnc,8.52
2150,4jnm,8.52
2151,4l6s,8.52
2152,4lgg,8.52
2153,4nh8,8.52
2154,4o6w,8.52
2155,4o97,8.52
2156,4p1u,8.52
2157,4qmn,8.52
2158,4rx5,8.52
2159,4tlr,8.52
2160,4wcu,8.52
2161,4xoc,8.52
2162,4yne,8.52
2163,4yzc,8.52
2164,4zom,8.52
2165,5am1,8.52
2166,5anw,8.52
2167,5bqh,8.52
2168,5bue,8.52
2169,5eyc,8.52
2170,5eyk,8.52
2171,5fqc,8.52
2172,5hg8,8.52
2173,5i4v,8.52
2174,5izq,8.52
2175,5j79,8.52
2176,5jur,8.52
2177,5jyo,8.52
2178,5mjb,8.52
2179,5mpk,8.52
2180,5mw2,8.52
2181,5n70,8.52
2182,5vi6,8.52
2183,5vlr,8.52
2184,5wlv,8.52
2185,6b4h,8.52
2186,6c1s,8.52
2187,6csp,8.52
2188,6dvm,8.52
2189,6fyk,8.52
2190,6g9n,8.52
2191,6hgy,8.52
2192,6ny4,8.52
2193,6ocz,8.52
2194,6ow2,8.52
2195,6pl3,8.52
2196,6qae,8.52
2197,6rj6,8.52
2198,1fcy,8.52
2199,1hbj,8.52
2200,3ml5,8.52
2201,3u4u,8.52
2202,4h1e,8.52
2203,4rpv,8.52
2204,4uwh,8.52
2205,6ccy,8.52
2206,1cr6,8.51
2207,1d8m,8.51
2208,1g05,8.51
2209,1qpl,8.51
2210,2rg5,8.51
2211,2vh0,8.51
2212,3i25,8.51
2213,3tia,8.51
2214,3u8j,8.51
2215,3uol,8.51
2216,3zpt,8.51
2217,4nk9,8.51
2218,5ij7,8.51
2219,5k4i,8.51
2220,5to8,8.51
2221,6b1o,8.51
2222,6oe1,8.51
2223,3d3p,8.5
2224,3qd0,8.5
2225,5lxd,8.5
2226,1akt,8.49
2227,1ec0,8.49
2228,2g5u,8.49
2229,2ieo,8.49
2230,2ihq,8.49
2231,2oqi,8.49
2232,3gfe,8.49
2233,3pp1,8.49
2234,3s45,8.49
2235,3wyy,8.49
2236,4a22,8.49
2237,4ehe,8.49
2238,4hdf,8.49
2239,4m2r,8.49
2240,4mwu,8.49
2241,5fl1,8.49
2242,5nx2,8.49
2243,5tkt,8.49
2244,5tr6,8.49
2245,5ufs,8.49
2246,5vzy,8.49
2247,7upj,8.49
2248,5t28,8.49
2249,5x33,8.49
2250,1i9l,8.48
2251,1i9m,8.48
2252,1w5y,8.48
2253,2hs1,8.48
2254,2p3b,8.48
2255,2r5p,8.48
2256,2uxz,8.48
2257,2yix,8.48
2258,3b1m,8.48
2259,3eqs,8.48
2260,3n3j,8.48
2261,3wqh,8.48
2262,4jpa,8.48
2263,4nvq,8.48
2264,4o0v,8.48
2265,5ap2,8.48
2266,5jh6,8.48
2267,5kr2,8.48
2268,5svk,8.48
2269,6b41,8.48
2270,6fe1,8.48
2271,5n0d,8.48
2272,1qkn,8.47
2273,2ds1,8.47
2274,2oag,8.47
2275,2wei,8.47
2276,3b28,8.47
2277,3bhb,8.47
2278,3zln,8.47
2279,5ohi,8.47
2280,5qtt,8.47
2281,5v6y,8.47
2282,6d3q,8.47
2283,6o4w,8.47
2284,6q9o,8.47
2285,2qo8,8.47
2286,5f94,8.47
2287,1a3e,8.46
2288,1bgo,8.46
2289,1iht,8.46
2290,1ld8,8.46
2291,1u3q,8.46
2292,1u9w,8.46
2293,2oh4,8.46
2294,3bx5,8.46
2295,3kdd,8.46
2296,3kl6,8.46
2297,3nam,8.46
2298,3q2g,8.46
2299,4css,8.46
2300,4he9,8.46
2301,4lge,8.46
2302,4u01,8.46
2303,5a09,8.46
2304,5b4w,8.46
2305,5nxv,8.46
2306,6h7n,8.46
2307,6o21,8.46
2308,2mip,8.46
2309,1jq9,8.45
2310,1bmn,8.44
2311,1ynd,8.44
2312,2rf2,8.44
2313,2vc9,8.44
2314,2xyf,8.44
2315,3uhm,8.44
2316,3w1f,8.44
2317,4bbe,8.44
2318,4k1e,8.44
2319,4zae,8.44
2320,5kqx,8.44
2321,5v8q,8.44
2322,5voj,8.44
2323,6b31,8.44
2324,5n0e,8.44
2325,1jje,8.43
2326,2c8w,8.43
2327,2xbv,8.43
2328,3nhi,8.43
2329,3tam,8.43
2330,3u7s,8.43
2331,4cqe,8.43
2332,4g3g,8.43
2333,4y8x,8.43
2334,4zk5,8.43
2335,5dey,8.43
2336,5exl,8.43
2337,5f2u,8.43
2338,5t66,8.43
2339,6ps5,8.43
2340,2za5,8.43
2341,1htg,8.42
2342,1i9o,8.42
2343,2g5p,8.42
2344,2isc,8.42
2345,4ezj,8.42
2346,4hbp,8.42
2347,4wa9,8.42
2348,5c4s,8.42
2349,5icp,8.42
2350,5vl2,8.42
2351,1bwb,8.42
2352,1e4h,8.41
2353,1g48,8.41
2354,1i9p,8.41
2355,1i9q,8.41
2356,1w96,8.41
2357,2am9,8.41
2358,2w6c,8.41
2359,3mvm,8.41
2360,3oxc,8.41
2361,4agd,8.41
2362,4ngt,8.41
2363,5ak2,8.41
2364,6aah,8.41
2365,6cvy,8.41
2366,6mum,8.41
2367,6mzq,8.41
2368,6mzw,8.41
2369,6q9l,8.41
2370,1a4g,8.4
2371,1aaq,8.4
2372,1b6m,8.4
2373,1fd0,8.4
2374,1fq5,8.4
2375,1fzk,8.4
2376,1jil,8.4
2377,1k22,8.4
2378,1mtr,8.4
2379,1nd5,8.4
2380,1o47,8.4
2381,1q3w,8.4
2382,1s64,8.4
2383,1w4l,8.4
2384,1w5x,8.4
2385,1w7x,8.4
2386,1z1h,8.4
2387,2al5,8.4
2388,2baj,8.4
2389,2j95,8.4
2390,2oic,8.4
2391,2oqv,8.4
2392,2ovy,8.4
2393,2pe2,8.4
2394,2qbp,8.4
2395,2rl5,8.4
2396,2uwl,8.4
2397,2vsl,8.4
2398,2xyn,8.4
2399,2y82,8.4
2400,2zda,8.4
2401,3b68,8.4
2402,3bl7,8.4
2403,3coh,8.4
2404,3d0e,8.4
2405,3efw,8.4
2406,3ekn,8.4
2407,3el9,8.4
2408,3eos,8.4
2409,3frg,8.4
2410,3gz9,8.4
2411,3k9x,8.4
2412,3nrm,8.4
2413,3ook,8.4
2414,3qrj,8.4
2415,3qxv,8.4
2416,3r2b,8.4
2417,3s4q,8.4
2418,3s74,8.4
2419,3str,8.4
2420,3sww,8.4
2421,3ttz,8.4
2422,3u4w,8.4
2423,3vap,8.4
2424,3zxz,8.4
2425,4aoi,8.4
2426,4at3,8.4
2427,4b8o,8.4
2428,4bck,8.4
2429,4bgh,8.4
2430,4c61,8.4
2431,4cnh,8.4
2432,4dk5,8.4
2433,4fzc,8.4
2434,4jai,8.4
2435,4jsr,8.4
2436,4l52,8.4
2437,4lxk,8.4
2438,4mqu,8.4
2439,4nh7,8.4
2440,4nw6,8.4
2441,4px6,8.4
2442,4qmy,8.4
2443,4ra5,8.4
2444,4rcf,8.4
2445,4ual,8.4
2446,4uyn,8.4
2447,4x7k,8.4
2448,4z3v,8.4
2449,5a3t,8.4
2450,5bmm,8.4
2451,5ccm,8.4
2452,5cs2,8.4
2453,5csw,8.4
2454,5d9k,8.4
2455,5dxu,8.4
2456,5.00E+91,8.4
2457,5em6,8.4
2458,5fa7,8.4
2459,5g57,8.4
2460,5hd0,8.4
2461,5hg7,8.4
2462,5jrs,8.4
2463,5laz,8.4
2464,5ll4,8.4
2465,5org,8.4
2466,5ufi,8.4
2467,5x28,8.4
2468,6f3d,8.4
2469,6g2s,8.4
2470,6g9h,8.4
2471,6gue,8.4
2472,6n9p,8.4
2473,6oyw,8.4
2474,6rfj,8.4
2475,6sdd,8.4
2476,1zpa,8.4
2477,3kwz,8.4
2478,4uro,8.4
2479,5ody,8.4
2480,1it6,8.39
2481,1lzq,8.39
2482,3dpk,8.39
2483,4p1r,8.39
2484,4qyg,8.39
2485,5hcx,8.39
2486,5qtu,8.39
2487,6ayr,8.39
2488,6g9j,8.39
2489,1x7b,8.39
2490,4u3f,8.39
2491,1k21,8.38
2492,1mu6,8.38
2493,3hab,8.38
2494,3qkd,8.38
2495,3zpu,8.38
2496,4a6b,8.38
2497,4ere,8.38
2498,4g3e,8.38
2499,4xv1,8.38
2500,5d21,8.38
2501,6g3a,8.38
2502,6g97,8.38
2503,6hzx,8.38
2504,5tq4,8.38
2505,1ouy,8.37
2506,2fjp,8.37
2507,2nmy,8.37
2508,2nmz,8.37
2509,2nnk,8.37
2510,2nnp,8.37
2511,3h0z,8.37
2512,3q6k,8.37
2513,3t1a,8.37
2514,3wyx,8.37
2515,4bao,8.37
